,number_of_siblings,direct_admission,CCA,learning_style,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport
6987,1,No,Arts,Visual,Female,Yes,76.0,2.0,23.0,16.0,12.0,97.0,23:00,7:00,walk
6988,1,No,Clubs,Visual,Female,No,48.0,4.0,26.0,16.0,4.0,95.0,22:30,6:30,private transport
6989,0,No,None,Auditory,Male,Yes,91.0,14.0,7.0,16.0,8.0,100.0,22:00,6:00,private transport
6990,1,No,Clubs,Auditory,Male,Yes,48.0,18.0,12.0,15.0,5.0,97.0,22:00,6:00,private transport
6991,1,No,Arts,Auditory,Male,Yes,59.0,10.0,18.0,16.0,19.0,98.0,22:00,6:00,private transport
6992,2,Yes,Clubs,Visual,Male,No,67.0,14.0,1.0,15.0,10.0,91.0,22:00,6:00,private transport
6993,2,Yes,Clubs,Visual,Male,No,79.0,14.0,0.0,16.0,9.0,93.0,22:00,6:00,private transport
6994,1,No,Sports,Auditory,Female,Yes,62.0,20.0,5.0,16.0,16.0,95.0,22:30,6:30,private transport
6995,0,No,Sports,Auditory,Female,No,62.0,23.0,4.0,16.0,17.0,98.0,23:00,7:00,walk
6996,1,Yes,Arts,Auditory,Male,Yes,76.0,10.0,7.0,16.0,8.0,91.0,23:00,7:00,walk
6997,2,No,Sports,Visual,Male,Yes,77.0,10.0,7.0,15.0,8.0,94.0,21:30,5:30,public transport
6998,0,No,Arts,Auditory,Female,No,70.0,16.0,7.0,16.0,13.0,98.0,21:30,5:30,public transport
6999,2,No,Arts,Auditory,Female,Yes,57.0,8.0,14.0,15.0,15.0,97.0,21:00,5:00,public transport
7000,0,No,None,Visual,Male,Yes,90.0,18.0,1.0,16.0,9.0,93.0,21:30,5:30,public transport
7001,1,No,None,Visual,Female,Yes,76.0,1.0,24.0,16.0,9.0,98.0,21:00,5:00,public transport
7002,1,Yes,None,Visual,Male,Yes,81.0,10.0,9.0,15.0,8.0,92.0,22:00,6:00,private transport
7003,0,No,None,Visual,Female,No,63.0,18.0,9.0,16.0,19.0,97.0,21:00,5:00,public transport
7004,0,Yes,Arts,Auditory,Male,Yes,79.0,11.0,9.0,16.0,9.0,92.0,22:30,6:30,private transport
7005,1,No,Sports,Auditory,Female,Yes,53.0,16.0,14.0,15.0,12.0,91.0,21:30,5:30,public transport
7006,0,No,Sports,Auditory,Male,Yes,89.0,22.0,0.0,16.0,8.0,91.0,22:30,6:30,private transport
7007,1,No,Arts,Visual,Male,Yes,67.0,23.0,1.0,15.0,14.0,92.0,21:00,5:00,public transport
7008,1,No,Clubs,Auditory,Male,Yes,66.0,22.0,0.0,15.0,5.0,94.0,22:00,6:00,private transport
7009,1,No,Arts,Visual,Female,Yes,67.0,7.0,21.0,15.0,15.0,99.0,21:30,5:30,public transport
7010,2,Yes,Sports,Visual,Male,No,77.0,11.0,3.0,15.0,9.0,97.0,23:00,7:00,walk
7011,1,No,Arts,Auditory,Male,No,59.0,16.0,15.0,15.0,17.0,97.0,22:30,6:30,private transport
7012,1,No,Sports,Auditory,Male,No,44.0,16.0,8.0,16.0,13.0,92.0,23:00,7:00,walk
7013,2,No,Sports,Visual,Male,Yes,52.0,13.0,9.0,15.0,14.0,91.0,21:30,5:30,public transport
7014,0,No,None,Visual,Female,No,74.0,8.0,19.0,15.0,8.0,91.0,21:00,5:00,public transport
7015,1,Yes,Arts,Auditory,Female,Yes,75.0,8.0,9.0,15.0,8.0,94.0,21:30,5:30,public transport
7016,2,No,Arts,Visual,Female,No,71.0,9.0,14.0,15.0,11.0,97.0,22:30,6:30,private transport
7017,0,No,None,Auditory,Female,Yes,70.0,8.0,19.0,15.0,7.0,95.0,22:30,6:30,private transport
7018,0,No,Sports,Auditory,Female,No,60.0,3.0,24.0,15.0,12.0,96.0,21:00,5:00,public transport
7019,1,No,Clubs,Auditory,Male,No,45.0,25.0,3.0,15.0,2.0,91.0,22:30,6:30,private transport
7020,0,No,None,Visual,Male,Yes,90.0,15.0,4.0,15.0,8.0,96.0,21:00,5:00,public transport
7021,2,No,Arts,Auditory,Female,Yes,57.0,11.0,8.0,16.0,14.0,92.0,21:30,5:30,public transport
7022,2,No,None,Visual,Male,Yes,68.0,21.0,1.0,15.0,15.0,92.0,23:00,7:00,walk
7023,2,No,Clubs,Auditory,Male,Yes,74.0,11.0,10.0,16.0,17.0,100.0,21:00,5:00,public transport
7024,1,No,Sports,Auditory,Male,No,61.0,23.0,5.0,16.0,9.0,92.0,22:00,6:00,private transport
7025,1,Yes,Arts,Auditory,Female,Yes,69.0,11.0,10.0,15.0,16.0,98.0,21:00,5:00,public transport
7026,1,Yes,None,Visual,Male,Yes,95.0,10.0,7.0,16.0,5.0,98.0,21:00,5:00,public transport
7027,1,No,Arts,Auditory,Male,Yes,65.0,11.0,16.0,15.0,14.0,95.0,23:00,7:00,walk
7028,0,No,None,Auditory,Male,No,69.0,13.0,14.0,16.0,20.0,95.0,22:00,6:00,private transport
7029,1,No,Sports,Visual,Female,No,47.0,13.0,12.0,16.0,13.0,98.0,23:00,7:00,walk
7030,1,No,Sports,Auditory,Female,Yes,64.0,4.0,24.0,16.0,6.0,99.0,22:30,6:30,private transport
7031,0,No,Sports,Visual,Male,No,95.0,18.0,0.0,16.0,8.0,97.0,22:30,6:30,private transport
7032,1,No,None,Auditory,Female,Yes,68.0,0.0,22.0,15.0,8.0,95.0,23:00,7:00,walk
7033,2,No,Sports,Auditory,Female,Yes,76.0,5.0,16.0,15.0,18.0,91.0,21:00,5:00,public transport
7034,2,No,Sports,Auditory,Female,Yes,45.0,12.0,12.0,16.0,9.0,98.0,22:30,6:30,private transport
7035,2,No,Sports,Auditory,Male,Yes,57.0,13.0,6.0,16.0,18.0,93.0,23:00,7:00,walk
7036,2,No,None,Visual,Male,Yes,80.0,19.0,0.0,16.0,9.0,98.0,21:00,5:00,public transport
7037,0,No,Sports,Visual,Male,No,87.0,17.0,6.0,15.0,6.0,98.0,23:00,7:00,walk
7038,2,Yes,Sports,Visual,Female,No,84.0,11.0,7.0,15.0,10.0,92.0,22:00,6:00,private transport
7039,1,No,Clubs,Visual,Male,No,52.0,22.0,8.0,16.0,15.0,92.0,21:30,5:30,public transport
7040,1,No,Arts,Auditory,Female,Yes,63.0,20.0,7.0,16.0,10.0,90.0,21:00,5:00,public transport
7041,2,Yes,Sports,Auditory,Female,No,48.0,18.0,1.0,16.0,14.0,91.0,22:00,6:00,private transport
7042,2,No,Clubs,Visual,Female,Yes,70.0,20.0,2.0,16.0,7.0,96.0,23:00,7:00,walk
7043,1,No,Clubs,Visual,Male,No,51.0,25.0,5.0,15.0,16.0,98.0,23:00,7:00,walk
7044,0,No,Arts,Visual,Female,Yes,60.0,8.0,12.0,16.0,19.0,92.0,22:00,6:00,private transport
7045,1,No,Clubs,Visual,Male,Yes,70.0,14.0,10.0,15.0,15.0,93.0,22:00,6:00,private transport
7046,1,No,Sports,Auditory,Male,Yes,63.0,23.0,5.0,15.0,13.0,94.0,22:30,6:30,private transport
7047,2,No,None,Auditory,Female,No,60.0,1.0,21.0,16.0,18.0,98.0,21:30,5:30,public transport
7048,2,Yes,Sports,Visual,Male,No,66.0,10.0,5.0,15.0,17.0,90.0,23:30,6:30,private transport
7049,1,Yes,Sports,Auditory,Female,Yes,54.0,17.0,8.0,16.0,18.0,90.0,21:30,5:30,public transport
7050,1,No,Clubs,Auditory,Female,Yes,70.0,19.0,9.0,16.0,18.0,94.0,21:00,5:00,public transport
7051,0,No,None,Visual,Female,Yes,90.0,23.0,0.0,16.0,10.0,95.0,23:00,7:00,walk
7052,0,No,Clubs,Auditory,Female,No,79.0,11.0,10.0,16.0,9.0,90.0,22:30,6:30,private transport
7053,0,No,None,Auditory,Female,Yes,93.0,0.0,25.0,16.0,5.0,90.0,23:30,6:30,private transport
7054,0,Yes,Sports,Auditory,Male,Yes,80.0,15.0,5.0,15.0,7.0,94.0,22:30,6:30,private transport
7055,1,No,None,Auditory,Female,Yes,66.0,7.0,20.0,16.0,19.0,94.0,23:00,7:00,walk
7056,2,No,Arts,Visual,Male,Yes,72.0,19.0,3.0,16.0,14.0,92.0,22:00,6:00,private transport
7057,1,Yes,Arts,Auditory,Female,No,42.0,13.0,15.0,15.0,1.0,97.0,22:30,6:30,private transport
7058,0,No,Clubs,Auditory,Female,Yes,71.0,9.0,14.0,16.0,14.0,94.0,21:00,5:00,public transport
7059,2,No,None,Auditory,Male,Yes,68.0,16.0,3.0,15.0,11.0,97.0,21:30,5:30,public transport
7060,0,No,None,Visual,Male,Yes,74.0,21.0,3.0,16.0,14.0,93.0,21:30,5:30,public transport
7061,0,Yes,Sports,Visual,Female,Yes,86.0,7.0,9.0,15.0,7.0,92.0,22:00,6:00,private transport
7062,1,No,Sports,Auditory,Male,No,48.0,17.0,8.0,15.0,11.0,92.0,22:30,6:30,private transport
7063,1,No,Arts,Auditory,Male,No,48.0,10.0,15.0,15.0,7.0,73.0,23:30,5:30,public transport
7064,0,No,None,Visual,Female,Yes,77.0,15.0,13.0,15.0,5.0,94.0,23:00,7:00,walk
7065,0,No,Sports,Auditory,Male,Yes,67.0,20.0,2.0,15.0,10.0,99.0,23:00,7:00,walk
7066,0,No,None,Auditory,Male,Yes,87.0,22.0,0.0,16.0,8.0,93.0,23:00,7:00,walk
7067,2,No,None,Visual,Female,Yes,60.0,1.0,21.0,15.0,17.0,92.0,22:00,5:00,public transport
7068,1,No,Sports,Visual,Female,No,54.0,12.0,18.0,15.0,15.0,93.0,23:00,7:00,walk
7069,1,No,Arts,Visual,Male,No,55.0,23.0,3.0,16.0,6.0,100.0,22:30,6:30,private transport
7070,2,No,Arts,Visual,Female,Yes,59.0,21.0,1.0,15.0,6.0,100.0,22:30,6:30,private transport
7071,0,Yes,None,Visual,Male,No,74.0,13.0,2.0,16.0,17.0,94.0,23:00,7:00,walk
7072,0,Yes,Clubs,Auditory,Female,Yes,75.0,13.0,2.0,15.0,8.0,97.0,21:00,5:00,public transport
7073,0,No,Sports,Auditory,Female,No,57.0,1.0,21.0,16.0,14.0,92.0,22:30,6:30,private transport
7074,2,No,Arts,Visual,Female,Yes,73.0,11.0,10.0,16.0,19.0,96.0,21:30,5:30,public transport
7075,1,No,Clubs,Auditory,Male,Yes,68.0,16.0,6.0,15.0,10.0,98.0,21:30,5:30,public transport
7076,0,No,Arts,Auditory,Female,No,54.0,2.0,19.0,16.0,9.0,94.0,23:00,7:00,walk
7077,0,No,None,Auditory,Male,Yes,94.0,11.0,10.0,16.0,6.0,91.0,21:00,5:00,public transport
7078,1,Yes,Clubs,Visual,Male,Yes,52.0,21.0,4.0,15.0,8.0,94.0,23:00,7:00,walk
7079,1,No,Sports,Auditory,Female,No,52.0,29.0,1.0,15.0,18.0,92.0,21:30,5:30,public transport
7080,1,No,Arts,Auditory,Male,No,53.0,16.0,13.0,16.0,8.0,96.0,21:30,5:30,public transport
7081,0,No,None,Auditory,Female,Yes,76.0,16.0,7.0,15.0,7.0,99.0,22:00,6:00,private transport
7082,1,Yes,Clubs,Auditory,Female,Yes,71.0,5.0,14.0,16.0,6.0,91.0,22:00,6:00,private transport
7083,1,Yes,None,Auditory,Female,Yes,71.0,11.0,10.0,16.0,19.0,94.0,22:30,6:30,private transport
7084,0,No,Sports,Auditory,Male,Yes,65.0,14.0,8.0,16.0,17.0,93.0,22:30,6:30,private transport
7085,1,No,Arts,Auditory,Female,No,52.0,12.0,13.0,16.0,17.0,97.0,22:30,6:30,private transport
7086,0,No,Arts,Auditory,Male,No,60.0,15.0,12.0,16.0,12.0,92.0,23:00,7:00,walk
7087,0,Yes,Clubs,Visual,Male,No,78.0,15.0,3.0,15.0,7.0,96.0,22:30,6:30,private transport
7088,2,No,Clubs,Auditory,Female,Yes,51.0,17.0,1.0,16.0,13.0,96.0,23:00,7:00,walk
7089,1,No,Sports,Auditory,Male,Yes,61.0,13.0,9.0,16.0,17.0,96.0,23:00,7:00,walk
7090,1,No,Clubs,Auditory,Female,No,54.0,27.0,3.0,15.0,17.0,91.0,22:00,6:00,private transport
7091,0,Yes,None,Auditory,Male,No,79.0,12.0,8.0,16.0,6.0,91.0,21:00,5:00,public transport
7092,0,Yes,None,Visual,Female,Yes,85.0,6.0,10.0,15.0,7.0,95.0,22:30,6:30,private transport
7093,0,Yes,None,Visual,Male,No,81.0,11.0,4.0,16.0,7.0,93.0,23:00,7:00,walk
7094,2,No,None,Visual,Female,No,72.0,17.0,6.0,16.0,19.0,97.0,22:30,6:30,private transport
7095,2,No,None,Visual,Male,Yes,67.0,16.0,5.0,16.0,6.0,90.0,23:00,7:00,walk
7096,0,No,Clubs,Visual,Male,Yes,80.0,19.0,5.0,15.0,8.0,96.0,21:00,5:00,public transport
7097,1,No,Sports,Visual,Male,Yes,74.0,26.0,2.0,15.0,8.0,99.0,21:00,5:00,public transport
7098,2,No,Sports,Auditory,Female,Yes,70.0,21.0,0.0,15.0,12.0,95.0,22:00,6:00,private transport
7099,1,No,Sports,Auditory,Female,No,50.0,1.0,24.0,16.0,8.0,93.0,22:30,6:30,private transport
7100,0,No,None,Auditory,Male,Yes,93.0,22.0,3.0,16.0,7.0,97.0,21:30,5:30,public transport
7101,2,No,Sports,Auditory,Male,Yes,70.0,14.0,5.0,15.0,7.0,100.0,22:30,6:30,private transport
7102,1,No,Arts,Visual,Female,Yes,76.0,21.0,4.0,15.0,11.0,94.0,23:00,7:00,walk
7103,2,No,Arts,Visual,Male,Yes,74.0,22.0,0.0,15.0,18.0,97.0,22:00,6:00,private transport
7104,0,No,Sports,Auditory,Male,Yes,76.0,11.0,11.0,16.0,8.0,93.0,21:00,5:00,public transport
7105,2,No,Sports,Auditory,Male,No,42.0,10.0,12.0,16.0,9.0,95.0,22:30,6:30,private transport
7106,1,No,Clubs,Auditory,Female,Yes,54.0,3.0,21.0,16.0,17.0,91.0,22:00,6:00,private transport
7107,0,No,None,Visual,Female,Yes,91.0,14.0,9.0,16.0,10.0,100.0,22:00,6:00,private transport
7108,1,Yes,Clubs,Visual,Female,Yes,92.0,0.0,21.0,15.0,6.0,97.0,23:00,7:00,walk
7109,1,No,Sports,Auditory,Male,Yes,55.0,16.0,6.0,15.0,6.0,95.0,23:00,7:00,walk
7110,1,No,Arts,Auditory,Female,Yes,64.0,7.0,17.0,16.0,18.0,98.0,21:00,5:00,public transport
7111,1,Yes,Clubs,Auditory,Female,Yes,48.0,21.0,3.0,16.0,1.0,78.0,22:00,6:00,private transport
7112,1,No,Sports,Visual,Female,Yes,70.0,9.0,15.0,15.0,10.0,99.0,22:00,6:00,private transport
7113,1,No,Arts,Auditory,Male,Yes,63.0,11.0,17.0,15.0,19.0,95.0,22:30,6:30,private transport
7114,1,No,Sports,Auditory,Female,No,62.0,22.0,6.0,15.0,17.0,91.0,22:00,6:00,private transport
7115,0,No,Clubs,Visual,Female,No,69.0,18.0,3.0,16.0,6.0,93.0,23:00,7:00,walk
7116,2,No,Arts,Auditory,Male,No,45.0,21.0,2.0,15.0,6.0,94.0,21:00,5:00,public transport
7117,1,No,Sports,Visual,Male,Yes,51.0,14.0,12.0,16.0,6.0,90.0,22:30,6:30,private transport
7118,1,No,Sports,Auditory,Male,Yes,59.0,14.0,13.0,15.0,19.0,95.0,21:00,5:00,public transport
7119,1,Yes,None,Auditory,Female,Yes,86.0,16.0,1.0,16.0,7.0,91.0,22:00,5:00,public transport
7120,2,No,Clubs,Auditory,Male,Yes,54.0,16.0,6.0,16.0,6.0,97.0,22:00,6:00,private transport
7121,2,No,Clubs,Visual,Male,No,55.0,16.0,6.0,15.0,10.0,98.0,22:30,6:30,private transport
7122,1,No,Sports,Auditory,Female,Yes,68.0,18.0,4.0,15.0,19.0,90.0,22:30,6:30,private transport
7123,1,No,Clubs,Auditory,Female,Yes,48.0,18.0,11.0,16.0,8.0,98.0,21:30,5:30,public transport
7124,0,Yes,None,Auditory,Male,Yes,79.0,10.0,10.0,15.0,6.0,94.0,21:00,5:00,public transport
7125,0,No,Clubs,Auditory,Male,No,56.0,18.0,4.0,16.0,16.0,93.0,22:30,6:30,private transport
7126,0,Yes,Sports,Auditory,Male,No,79.0,19.0,1.0,15.0,9.0,93.0,21:00,5:00,public transport
7127,2,No,Arts,Visual,Female,No,63.0,18.0,5.0,16.0,9.0,98.0,21:30,5:30,public transport
7128,0,No,None,Visual,Male,Yes,85.0,16.0,2.0,16.0,8.0,99.0,22:30,6:30,private transport
7129,2,No,Sports,Visual,Male,No,68.0,10.0,13.0,15.0,17.0,97.0,21:00,5:00,public transport
7130,1,Yes,Sports,Visual,Female,Yes,72.0,15.0,5.0,16.0,13.0,93.0,21:00,5:00,public transport
7131,1,Yes,None,Auditory,Male,Yes,83.0,12.0,5.0,16.0,5.0,97.0,21:30,5:30,public transport
7132,1,Yes,Sports,Auditory,Female,Yes,69.0,9.0,12.0,15.0,12.0,93.0,21:30,5:30,public transport
7133,1,Yes,Arts,Visual,Female,No,46.0,3.0,27.0,16.0,6.0,86.0,22:00,6:00,private transport
7134,1,Yes,Arts,Visual,Male,No,57.0,25.0,2.0,16.0,18.0,90.0,22:00,6:00,private transport
7135,1,No,Arts,Auditory,Male,No,51.0,13.0,12.0,15.0,20.0,91.0,23:30,6:30,private transport
7136,1,No,None,Auditory,Male,Yes,61.0,18.0,4.0,15.0,8.0,98.0,21:00,5:00,public transport
7137,1,No,Arts,Visual,Female,No,48.0,11.0,19.0,16.0,10.0,97.0,22:30,6:30,private transport
7138,0,Yes,Arts,Auditory,Male,Yes,79.0,20.0,0.0,16.0,7.0,91.0,23:00,7:00,walk
7139,2,No,Sports,Auditory,Female,Yes,68.0,23.0,0.0,15.0,15.0,96.0,21:30,5:30,public transport
7140,1,No,Arts,Auditory,Male,Yes,63.0,14.0,8.0,15.0,5.0,98.0,22:00,6:00,private transport
7141,0,No,Arts,Visual,Female,Yes,63.0,14.0,6.0,15.0,6.0,97.0,21:00,5:00,public transport
7142,2,Yes,None,Visual,Female,No,82.0,18.0,0.0,15.0,7.0,96.0,21:00,5:00,public transport
7143,1,No,Clubs,Visual,Female,No,48.0,7.0,23.0,16.0,14.0,95.0,21:30,5:30,public transport
7144,0,No,Arts,Visual,Female,Yes,88.0,4.0,15.0,15.0,8.0,99.0,21:00,5:00,public transport
7145,2,Yes,Clubs,Auditory,Female,No,47.0,8.0,15.0,16.0,1.0,75.0,0:00,7:00,walk
7146,1,Yes,Sports,Auditory,Female,Yes,69.0,8.0,13.0,16.0,16.0,93.0,22:00,6:00,private transport
7147,2,Yes,Arts,Auditory,Male,Yes,63.0,15.0,1.0,16.0,7.0,99.0,23:00,7:00,walk
7148,0,Yes,Sports,Visual,Female,Yes,79.0,12.0,3.0,16.0,9.0,93.0,21:30,5:30,public transport
7149,1,No,Clubs,Auditory,Male,Yes,41.0,17.0,11.0,16.0,14.0,97.0,22:30,6:30,private transport
7150,1,No,Arts,Auditory,Male,Yes,63.0,18.0,4.0,15.0,17.0,97.0,21:30,5:30,public transport
7151,1,No,Clubs,Auditory,Female,Yes,58.0,4.0,27.0,15.0,10.0,92.0,23:00,7:00,walk
7152,0,Yes,Sports,Auditory,Female,No,75.0,3.0,16.0,16.0,5.0,91.0,21:00,5:00,public transport
7153,1,No,Sports,Auditory,Female,Yes,65.0,18.0,10.0,15.0,8.0,96.0,21:30,5:30,public transport
7154,1,No,Clubs,Auditory,Female,No,48.0,7.0,17.0,16.0,4.0,95.0,22:00,6:00,private transport
7155,2,Yes,None,Visual,Male,No,73.0,10.0,4.0,15.0,17.0,94.0,23:00,7:00,walk
7156,1,Yes,Sports,Auditory,Male,Yes,66.0,11.0,10.0,16.0,17.0,92.0,22:30,6:30,private transport
7157,0,No,None,Auditory,Male,Yes,91.0,11.0,14.0,15.0,7.0,99.0,22:30,6:30,private transport
7158,1,No,Clubs,Visual,Male,No,50.0,28.0,2.0,15.0,8.0,57.0,0:00,5:00,public transport
7159,2,No,Sports,Auditory,Female,No,49.0,0.0,23.0,16.0,14.0,76.0,0:30,6:30,private transport
7160,2,No,None,Visual,Male,Yes,79.0,10.0,9.0,15.0,7.0,98.0,23:00,7:00,walk
7161,1,No,Arts,Auditory,Female,No,53.0,29.0,0.0,16.0,13.0,97.0,21:00,5:00,public transport
7162,1,No,Arts,Auditory,Female,No,60.0,15.0,16.0,16.0,17.0,99.0,22:30,6:30,private transport
7163,2,No,Arts,Auditory,Female,No,49.0,2.0,22.0,16.0,14.0,96.0,21:00,5:00,public transport
7164,0,No,None,Auditory,Female,Yes,92.0,11.0,14.0,16.0,8.0,95.0,22:00,6:00,private transport
7165,2,No,None,Visual,Male,No,82.0,14.0,3.0,16.0,6.0,90.0,22:30,6:30,private transport
7166,2,Yes,Sports,Visual,Male,No,70.0,14.0,6.0,15.0,15.0,94.0,22:00,6:00,private transport
7167,1,No,Arts,Auditory,Male,No,51.0,28.0,1.0,15.0,13.0,100.0,21:00,5:00,public transport
7168,1,No,Clubs,Auditory,Male,No,58.0,10.0,21.0,16.0,12.0,91.0,21:30,5:30,public transport
7169,0,Yes,Clubs,Auditory,Female,No,73.0,0.0,20.0,16.0,12.0,97.0,22:30,6:30,private transport
7170,1,Yes,Clubs,Visual,Female,Yes,79.0,17.0,0.0,16.0,5.0,98.0,22:30,6:30,private transport
7171,2,No,Clubs,Visual,Female,Yes,55.0,1.0,17.0,16.0,13.0,90.0,21:00,5:00,public transport
7172,0,No,Clubs,Auditory,Female,Yes,68.0,22.0,0.0,16.0,8.0,94.0,21:00,5:00,public transport
7173,2,No,None,Visual,Female,Yes,74.0,1.0,18.0,16.0,8.0,97.0,21:00,5:00,public transport
7174,0,No,Clubs,Auditory,Male,Yes,71.0,17.0,3.0,15.0,18.0,94.0,21:00,5:00,public transport
7175,1,No,Arts,Visual,Male,No,48.0,13.0,17.0,16.0,8.0,89.0,21:00,5:00,public transport
7176,1,No,None,Auditory,Male,Yes,61.0,24.0,0.0,15.0,17.0,98.0,22:30,6:30,private transport
7177,0,No,None,Visual,Female,Yes,81.0,13.0,14.0,15.0,9.0,92.0,21:00,5:00,public transport
7178,1,No,Sports,Auditory,Female,Yes,52.0,0.0,24.0,15.0,7.0,98.0,22:00,6:00,private transport
7179,0,No,Clubs,Auditory,Female,Yes,59.0,19.0,2.0,15.0,15.0,91.0,22:00,6:00,private transport
7180,2,Yes,None,Visual,Male,No,79.0,15.0,3.0,15.0,5.0,91.0,23:00,7:00,walk
7181,1,No,Clubs,Visual,Male,No,78.0,20.0,5.0,15.0,8.0,96.0,21:30,5:30,public transport
7182,1,No,Sports,Visual,Female,No,55.0,4.0,22.0,16.0,17.0,100.0,22:30,6:30,private transport
7183,1,Yes,None,Auditory,Male,Yes,76.0,12.0,5.0,16.0,17.0,94.0,22:00,6:00,private transport
7184,0,Yes,Clubs,Auditory,Female,No,67.0,4.0,12.0,16.0,14.0,98.0,22:30,6:30,private transport
7185,2,No,Arts,Auditory,Male,No,54.0,16.0,6.0,15.0,12.0,99.0,22:30,6:30,private transport
7186,2,Yes,None,Visual,Female,Yes,46.0,1.0,22.0,16.0,9.0,82.0,23:00,6:00,private transport
7187,0,Yes,None,Visual,Male,Yes,85.0,18.0,2.0,16.0,9.0,98.0,23:00,7:00,walk
7188,1,No,Arts,Auditory,Female,Yes,46.0,17.0,7.0,15.0,12.0,92.0,21:00,5:00,public transport
7189,0,No,Clubs,Visual,Female,Yes,72.0,14.0,9.0,15.0,8.0,93.0,22:00,6:00,private transport
7190,1,Yes,Sports,Visual,Male,No,57.0,27.0,0.0,16.0,17.0,100.0,22:30,6:30,private transport
7191,1,No,Arts,Auditory,Female,No,52.0,2.0,28.0,15.0,6.0,92.0,21:30,5:30,public transport
7192,1,No,Clubs,Auditory,Male,Yes,64.0,26.0,1.0,15.0,7.0,91.0,21:30,5:30,public transport
7193,2,No,None,Visual,Female,Yes,78.0,2.0,15.0,15.0,8.0,97.0,21:00,5:00,public transport
7194,0,Yes,Clubs,Visual,Male,Yes,77.0,17.0,1.0,16.0,10.0,99.0,21:30,5:30,public transport
7195,0,Yes,Arts,Auditory,Male,Yes,80.0,16.0,3.0,15.0,7.0,96.0,22:30,6:30,private transport
7196,1,No,None,Auditory,Male,Yes,61.0,22.0,6.0,16.0,9.0,92.0,21:30,5:30,public transport
7197,0,No,Clubs,Auditory,Male,Yes,60.0,14.0,13.0,15.0,11.0,93.0,23:00,7:00,walk
7198,1,No,Arts,Auditory,Male,No,66.0,20.0,2.0,15.0,17.0,97.0,21:00,5:00,public transport
7199,1,No,Clubs,Auditory,Male,No,54.0,12.0,12.0,15.0,9.0,97.0,22:30,6:30,private transport
7200,1,No,Sports,Auditory,Female,Yes,65.0,18.0,10.0,16.0,16.0,93.0,21:30,5:30,public transport
7201,1,No,None,Visual,Male,No,76.0,14.0,11.0,16.0,17.0,98.0,22:00,6:00,private transport
7202,0,Yes,None,Visual,Female,No,83.0,20.0,0.0,16.0,7.0,91.0,23:00,7:00,walk
7203,2,No,Clubs,Visual,Female,No,80.0,8.0,9.0,16.0,5.0,97.0,21:00,5:00,public transport
7204,1,No,Arts,Auditory,Male,No,45.0,22.0,3.0,15.0,14.0,52.0,1:30,5:30,public transport
7205,1,No,None,Auditory,Female,Yes,52.0,25.0,5.0,15.0,7.0,92.0,21:30,5:30,public transport
7206,2,No,Arts,Auditory,Female,No,56.0,13.0,7.0,15.0,20.0,91.0,21:00,5:00,public transport
7207,0,No,Sports,Visual,Female,No,82.0,12.0,15.0,16.0,8.0,92.0,22:30,6:30,private transport
7208,1,No,Clubs,Auditory,Female,Yes,56.0,11.0,16.0,15.0,17.0,95.0,22:00,6:00,private transport
7209,2,No,None,Visual,Male,Yes,67.0,21.0,2.0,16.0,20.0,100.0,21:00,5:00,public transport
7210,0,No,None,Auditory,Male,No,82.0,17.0,5.0,16.0,5.0,98.0,22:00,6:00,private transport
7211,1,No,Clubs,Auditory,Male,Yes,59.0,23.0,4.0,16.0,14.0,99.0,21:00,5:00,public transport
7212,1,Yes,Sports,Auditory,Female,No,80.0,22.0,0.0,16.0,7.0,98.0,21:30,5:30,public transport
7213,0,No,Arts,Visual,Male,No,66.0,11.0,9.0,15.0,14.0,93.0,0:00,7:00,walk
7214,2,No,Sports,Auditory,Male,Yes,55.0,14.0,8.0,15.0,16.0,97.0,23:00,7:00,walk
7215,2,No,Clubs,Visual,Male,Yes,82.0,15.0,2.0,15.0,6.0,100.0,21:30,5:30,public transport
7216,0,No,Arts,Auditory,Female,No,70.0,1.0,26.0,16.0,15.0,94.0,22:30,6:30,private transport
7217,0,No,Sports,Visual,Female,Yes,75.0,8.0,15.0,16.0,6.0,91.0,21:30,5:30,public transport
7218,2,Yes,Clubs,Visual,Male,Yes,80.0,14.0,0.0,15.0,7.0,99.0,21:00,5:00,public transport
7219,1,No,Arts,Visual,Female,No,47.0,13.0,12.0,16.0,5.0,97.0,22:00,6:00,private transport
7220,1,No,Arts,Visual,Female,No,59.0,3.0,23.0,16.0,7.0,100.0,21:00,5:00,public transport
7221,2,No,Clubs,Auditory,Female,No,56.0,6.0,14.0,15.0,16.0,93.0,22:00,6:00,private transport
7222,2,No,None,Visual,Female,Yes,83.0,11.0,6.0,15.0,6.0,95.0,21:30,5:30,public transport
7223,1,No,None,Visual,Male,Yes,71.0,25.0,0.0,16.0,15.0,96.0,21:30,5:30,public transport
7224,0,No,Arts,Auditory,Female,Yes,70.0,23.0,4.0,16.0,6.0,98.0,23:00,7:00,walk
7225,1,Yes,Clubs,Visual,Male,Yes,75.0,11.0,6.0,16.0,5.0,98.0,23:00,7:00,walk
7226,2,No,Clubs,Auditory,Male,No,44.0,20.0,3.0,16.0,13.0,92.0,21:00,5:00,public transport
